,0,1,2,3,4,5,6,7,8
0,"Number of growth centre, hat , bazar, poultry farm, dairy farm, nursery, horticulture centre, brick kiln, decorator service 2011",,,,,,,,
1,Noakhali,,,,,,,,
2,,,,,,,,,
3,Upazila,Growth centre,Hat /bazar,Poultry farm,Dairy farm,Nursery,Horticulture centre,Brick kiln,Decorator service
4,Begumganj,6,32,147,121,40,0,12,115
5,Chatkhil,3,22,117,32,6,0,12,58
6,Companiganj,9,17,128,192,17,0,5,56
7,Hatiya,20,37,11,31,20,0,14,11
8,Kabirhat,6,21,74,60,4,0,2,45
9,Noakhali Sadar,12,37,188,218,7,1,7,64
10,Senbagh,5,28,137,67,14,0,49,61
11,Sonaimuri,4,29,64,51,15,0,3,76
12,Subarnachar,9,48,106,40,2,0,4,35
13,Total,74,271,972,812,125,1,108,521
