,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (Class I-V), teacher and student by municipality 2011",,,,,,,,,,
1,,,,,,,,,,,
2, Municipality,Primary school - Govt.,Primary school - Non- govt.,Primary school - Total,Number of teacher - Govt.,Number of teacher - Non- govt.,Number of teacher - Total,Number of student - Govt.,Number of student - Non- govt.,Number of student - Total,Students per teacher
3,Begumganj,11,5,16,79,19,98,8869,1392,10261,105
4,Chatkhil,11,2,13,62,6,68,3084,302,3386,50
5,Companiganj,4,2,6,45,8,53,2228,636,2864,54
6,Hatiya,17,9,26,95,36,131,7100,3500,10600,67
7,Kabirhat,5,3,8,31,10,41,1925,475,2400,59
8,Noakhali,22,23,45,169,144,313,7997,4117,12114,32
9,Senbagh,4,4,8,30,14,44,885,617,1502,34
10,Sonaimuri,8,9,17,51,65,116,3025,1325,4350,38
11,Total,82,57,139,562,302,864,35113,12364,47477,42
