,0,1,2,3
0,"Number of railway station, steamer, launch station and bus stand 2011",,,
1,Noakhali,,,
2,,,,
3,Upazila,Railway station,Steamer/launch station,Bus stand
4,Begumganj,1,0,3
5,Chatkhil,0,0,1
6,Companiganj,0,0,1
7,Hatiya,0,3,1
8,Kabirhat,0,0,1
9,Noakhali Sadar,4,0,3
10,Senbagh,0,0,1
11,Sonaimuri,2,0,2
12,Subarnachar,0,0,1
13,Total,7,3,14
