,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Sonali bank - Number of branch,Sonali bank - Account - S.D,Sonali bank - Account - C.D,Sonali bank - Account - F.D,Sonali bank - Account - S.T.D,Janata bank - Number of branch,Janata bank - Account - S.D,Janata bank - Account - C.D,Janata bank - Account - F.D,Janata bank - Account - S.T.D
3,Dhaka Metropolitan,72,47813,24948,77882,17315,76,550863,31199,85574,26002
4,Dhamrai,3,18569,862,351,49,1,7571,598,200,4
5,Dohar,2,12939,708,643,63,0,0,0,0,0
6,Keraniganj,6,19401,994,1824,231,1,1737,551,20,4
7,Nawabganj,4,14180,267,1527,46,1,173,29,10,0
8,Savar,5,35514,2150,390,80,4,48,4057,597,82
9,Total,92,148416,29929,82617,17784,83,560392,36434,86401,26092
