,0,1,2,3,4,5,6,7,8
0,"Number of non government secondary school, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of  school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Student per teacher
3, Upazila,Number of  school,Male,Female,Total,Male,Female,Total,Student per teacher
4,Bishwamvarpur,10,89,11,100,2257,3400,5657,56
5,Chhatak,38,290,60,350,6864,8667,15531,44
6,Dakshin Sunamganj,13,82,11,93,2191,2306,4797,51
7,Derai,22,124,30,154,3851,4633,8484,55
8,Dharmapasha,17,107,26,133,3973,7907,7907,60
9,Doarabazar,14,83,14,97,3273,3756,7029,72
10,Jagannathpur,26,140,3,143,3708,4532,8240,57
11,Jamalganj,10,54,18,72,2610,2663,5273,73
12,Shalla,11,62,8,70,1536,2634,4170,60
13,Sunamganj Sadar,24,308,77,385,6235,7269,13504,35
14,Tahirpur,14,86,11,97,2202,2499,5105,52
15,Total,199,1425,269,1694,38700,46293,85697,50
