,0,1,2,3,4
0,"Number of branch of specialized (Krishi, co-operative etc.) bank 2011",,,,
1,,,,,
2,Upazila,Number of branch,Number of employee,Number of savings A/C,Number of current A/C
3,Austagram,2,12,15111,64
4,Bajitpur,1,11,6509,116
5,Bhairab,2,15,13311,173
6,Hossainpur,1,9,5799,110
7,Itna,2,12,12562,106
8,Karimganj,1,8,5512,126
9,Katiadi,1,9,12717,75
10,Kishoreganj Sadar,3,28,18706,229
11,Kuliar-char,1,8,3261,214
12,Mithamain,1,6,3208,40
13,Nikli,1,7,8472,25
14,Pakundia,1,9,12000,550
15,Tarail,1,9,2190,93
16,Total,18,143,119358,1921
