,0,1,2,3,4,5
0,"Name of land, river,  sea port, important or historical,  tourist places, objects, important,  famous crop or food ptoduction 2011",,,,,
1,,,,,,
2,Upazila,Name of Land/River/Sea port,Name of Important or historical/ Tourist places/objects,Name of important /famous crop or food production,Customer care service Provider’s name of Cell phone Operators,Distance between District Head Quarter & Upazila by road (km)
3,Katiadi,0,Shatozidroy bari,Paddy,Shajhan,25
4,Hossainpur,0,0,Paddy,Grameen Phone,15
5,Bajitpur,Humai pur,Vagul pur,Shandes,Alpona,45
6,Itna,0,0,Bro Paddy,Bangla Link,37
7,Kuliar-char,0,0,Paddy,Bangla Link,35
8,Mithamain,0,Shalimur dhan,Paddy,Safali,60
9,Pakundia,Brakmaputra,Esakha durgo,Mongul baria,Gramin Phone,15
10,Tarail,0,Sha sekander mager,Grameen Shilfe,Banglaling,20
11,Nikli,0,Noynbali gol mohal,Rosmali,Gramin Phane,27
12,Kishoreganj Sadar,0,Chaondraboti bari,Paddy,Rofique/roton,10
13,Austagram,0,kotube mosqugn,Paddy,Gramin Phone,80
14,Karimganj,Chamra bonder,Gongolbari,Paddy,0,18
15,Bhairab,Bhairab,megna ral satu,Paddy,0,56
