,0,1,2,3,4,5
0,Number of family planning clinical centre by municipality 2011,,,,,
1,,,,,,
2,Municipality,Sterilization centre,Mobile centre,Injection centre,Menstrual regularization centre,Family welfare Centre
3,Austagram,0,0,0,0,0
4,Bajitpur,1,8,2,2,2
5,Bhairab,0,24,40,0,0
6,Hossainpur,1,3,4,1,0
7,Itna,0,0,0,0,0
8,Karimganj,0,0,1,1,1
9,Katiadi,1,8,2,2,2
10,Kishoreganj Sadar,2,0,13,2,4
11,Kuliar-char,1,0,8,1,4
12,Mithamain,0,0,0,0,0
13,Nikli,0,0,0,0,0
14,Pakundia,1,0,1,1,1
15,Tarail,0,0,0,0,0
16,Total,7,43,71,10,14
