,0,1,2,3,4,5,6,7
0,Irrigation by means 2010-2011,,,,,,,
1,(Area in acres),,,,,,,
2, Upazila,Irrigation management - Power pump,Irrigation management - Tube well,Irrigation management - Doon,Irrigation management - Swing basket,Irrigation management - Canal,Irrigation management - Others, Total
3,Austagram,3003,0,137,0,0,13,43578
4,Bajitpur,7338,0,250,300,0,0,12225
5,Bhairab,7495,0,1213,0,11520,0,14548
6,Hossainpur,8454,0,200,3,0,3,8
7,Itna,4565,321,180,120,150,207,1406
8,Karimganj,3148,11357,1000,80,25,30,19370
9,Katiadi,5012,0,600,100,100,1000,28305
10,Kishoreganj Sadar,6953,0,1186,0,0,0,6373
11,Kuliar-char,2127,0,477,30,0,477,17257
12,Mithamain,8156,0,860,190,700,1512,32300
13,Nikli,2683,0,0,0,0,0,0
14,Pakundia,4147,0,965,105,0,500,1814
15,Tarail,1621,0,855,220,0,0,26842
16,Total,65702,11678,7923,1148,12495,3742,204026
