,0,1,2,3
0,Number of co-operative society 2011,,,
1,Natore,,,
2,,,,
3, Upazila, Number, Number of employee, Number of client
4,Bagatipara,72,0,1440
5,Baraigram,142,85,12750
6,Gurudaspur,119,4,7342
7,Lalpur,193,5,3800
8,Natore Sadar,461,112,13219
9,Singra,349,4,12088
10,Total,1336,210,50639
