,0,1,2,3,4,5,6,7,8
0,Progress of rural electrification 2011,,,,,,,,
1,Natore,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of electrified -  Village,Number of electrified - Residential holding,Number of electrified - Large scale industry,Number of electrified - Small scale Industry,Number of electrified - Deep tube- well,Number of electrified - Power pump,Number of electrified - Commercial holding,Number of electrified -  Others
4,Bagatipara,123,11459,0,165,64,119,1079,0
5,Baraigram,134,21883,0,535,67,180,2840,0
6,Gurudaspur,61,14866,3,460,1293,8,1236,0
7,Lalpur,154,15091,1,257,20,171,1353,0
8,Natore Sadar,293,11791,21,70,71,5,933,0
9,Singra,250,70125,0,518,86,3057,2521,0
10,Total,1015,145215,25,2005,1601,3540,9962,0
