,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Janata bank,Janata bank,Janata bank,Janata bank,Janata bank
3, Upazila,Number of branch,Account,Account,Account,Account,Number of branch,Account,Account,Account,Account
4, Upazila,Number of branch,S.D,C.D,F.D,S.T.D,Number of branch,S.D,C.D,F.D,S.T.D
5,Dhaka Metropolitan,72,47813,24948,77882,17315,76,550863,31199,85574,26002
6,Dhamrai,3,18569,862,351,49,1,7571,598,200,4
7,Dohar,2,12939,708,643,63,0,0,0,0,0
8,Keraniganj,6,19401,994,1824,231,1,1737,551,20,4
9,Nawabganj,4,14180,267,1527,46,1,173,29,10,0
10,Savar,5,35514,2150,390,80,4,48,4057,597,82
11,Total,92,148416,29929,82617,17784,83,560392,36434,86401,26092
