,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Krishi bank,Krishi bank,Krishi bank,Krishi bank,Krishi bank,Co-operative bank,Co-operative bank,Co-operative bank,Co-operative bank,Co-operative bank
3, Upazila,Number of branch,Account,Account,Account,Account,Number of branch,Account,Account,Account,Account
4, Upazila,Number of branch,S.D,C.D,F.D,S.T.D,Number of branch,S.D,C.D,F.D,S.T.D
5,Dhaka Metropolitan,5,1648,152,167,0,3,942,79,132,0
6,Dhamrai,3,14505,942,1918,20,0,0,0,0,0
7,Dohar,1,4850,100,75,12,0,0,0,0,0
8,Keraniganj,2,8288,149,84,3,0,0,0,0,0
9,Nawabganj,4,5578,47,692,7,0,0,0,0,0
10,Savar,2,14570,818,283,23,2,612,211,108,0
11,Total,17,49439,2208,3219,65,5,1554,290,240,0
