,0,1,2,3,4,5,6
0,"Area, population and density of population by municipality 2011",,,,,,
1,Kushtia,,,,,,
2,,,,,,,
3, Municipality, Name of Municipality, Area (In sq. k.m.),Population Census-2011 - Male,Population Census-2011 - Female,Population Census-2011 - Both sex, Density per sq.k.m.
4,Kushtia Sadar,Kushtia Pouroshava,13.7,52887,50101,102988,7517
5,Bheramara,Bheramara pourosava,3.99,10796,11110,21906,5492
6,Daulatpur,-,0,0,0,0,0
7,Khoksa,Ksokhsa Paurosava,6.49,8703,8655,17358,2675
8,Kumarkhali,Kumarkhali Paurasava,10.51,11607,11109,22716,2065
9,Mirpur,Mirpur paurosava,9,11322,10705,22027,24.47
10,Total,,43.69,95315,91680,186995,6235
