,0,1,2,3
0,"Number of railway station, steamer/launch station and bus stand 2011",,,
1,Kushtia,,,
2,,,,
3,Upazila,Railway station,Steamer/launch station,Bus stand
4,Kushtia Sadar,3,0,8
5,Bheramara,1,0,4
6,Daulatpur,0,0,16
7,Khoksa,1,0,2
8,Kumarkhali,2,0,4
9,Mirpur,3,0,30
10,Total,10,0,64
