,0,1,2,3,4,5,6,7,8
0,"Number of (Publice or Private)University, teachers and students -2011",,,,,,,,
1,Kushtia,,,,,,,,
2,,,,,,,,,
3,Upazila,Number of university,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Kushtia Sadar,1,320,37,357,7150,3850,11000,31
5,Bheramara,0,0,0,0,0,0,0,0
6,Daulatpur,0,0,0,0,0,0,0,0
7,Khoksa,0,0,0,0,0,0,0,0
8,Kumarkhali,0,0,0,0,0,0,0,0
9,Mirpur,0,0,0,0,0,0,0,0
10,Total,1,320,37,357,7150,3850,11000,31
