,0,1,2,3,4,5,6,7,8
0,Area and production of pulse by type 2010-11,,,,,,,,
1,Kushtia,,,,,,,,
2,(Area in acre  production in metric ton),,,,,,,,
3,Upazila,Gram - Area,Gram - Production,Motor - Area,Motor - Production,Khesari - Area,Khesari - Production,Mash-Kalai - Area,Mash-Kalai - Production
4,Kushtia Sadar,97,29,365,146,153,62,186,97
5,Bheramara,51,23,35,16,262,123,315,51
6,Daulatpur,45,19,105,40,200,116,215,45
7,Khoksa,64,33,148,83,558,391,75,64
8,Kumarkhali,110,44,299,150,1110,555,630,110
9,Mirpur,32,13,55,21,566,127,117,32
10,Total,399,161,1007,456,2849,1374,1538,399
