,0,1,2,3,4,5,6,7,8,9,10
0,11.14 Number of branch and accounts of Rupali and Agrani bank 2011,,,,,,,,,,
1,Kushtia,,,,,,,,,,
2,,,,,,,,,,,
3,  Thana/Upazila,Rupali Bank - Number of  branch,Rupali Bank - Account - S.D,Rupali Bank - Account - C.D,Rupali Bank - Account - F.D,Rupali Bank - Account - S.T.D,Agrani Bank - Number of  branch,Agrani Bank - Account - S.D,Agrani Bank - Account - C.D,Agrani Bank - Account - F.D,Agrani Bank - Account - S.T.D
4,Kushtia Sadar,2,90,0,148,52,8,167,614,1191,165
5,Bheramara,0,0,0,0,0,2,0,0,70,26
6,Daulatpur,1,8147,115,37,3,5,18115,1970,192,11
7,Khoksa,0,0,0,0,0,0,0,0,0,0
8,Kumarkhali,0,0,0,0,0,3,724,299,9,6
9,Mirpur,1,0,127,92,3,1,3570,60,239,143
10,Total,4,8237,242,277,58,19,22576,2943,1701,351
