,0,1,2,3,4,5,6,7,8
0,"6.10 Number of Government college, teacher and student 2011",,,,,,,,
1,Kushtia,,,,,,,,
2,,,,,,,,,
3,Upazila,Number of  college,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of students - Male,Number of students - Female,Number of students - Total,Students per teacher
4,Kushtia Sadar,2,108,19,127,12443,12114,24557,193
5,Bheramara,0,0,0,0,0,0,0,0
6,Daulatpur,0,0,0,0,0,0,0,0
7,Khoksa,0,0,0,0,0,0,0,0
8,Kumarkhali,0,0,0,0,0,0,0,0
9,Mirpur,1,13,1,14,362,289,651,47
10,Total,3,121,20,141,12805,12403,25208,120
