,0,1,2,3,4,5,6,7
0,7.16 Number of technical personnel-2011,,,,,,,
1,Kushtia,,,,,,,
2,,,,,,,,
3,Upazila,Agricultural personnel,Live- stock personnel,Plant protection,Fishery personnel,Sanitary personnel,Family planning personnel,Trained Midwives
4,Kushtia Sadar,23546,60,44,2200,190,119,80
5,Bheramara,45032,76,16000,200,260,44,26
6,Daulatpur,122550,63,8,14,72,102,42
7,Khoksa,46192,25,2196,420,16,43,25
8,Kumarkhali,33273,60,250,350,10,80,5
9,Mirpur,45448,4132,16527,8263,4132,2479,1653
10,Total,316041,4416,35025,11447,4680,2867,1831
