,0,1,2,3,4,5,6,7,8
0,"Number of kawmi madrasah, teacher and student 2011",,,,,,,,
1,Kushtia,,,,,,,,
2,,,,,,,,,
3,Upazila,Number of madrasah,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Kushtia Sadar,22,114,13,127,1567,1283,2850,22
5,Bheramara,5,5,0,5,125,0,125,25
6,Daulatpur,1,27,0,27,713,0,713,26
7,Khoksa,2,12,0,12,115,9,124,11
8,Kumarkhali,3,10,0,10,80,0,80,8
9,Mirpur,7,14,7,21,385,323,708,34
10,Total,40,182,20,202,2985,1615,4600,23
