,0,1,2,3,4
0,Number of branch of nationalized commercial bank 2011,,,,
1,Kushtia,,,,
2,,,,,
3,Upazila,Number of branch,Number of employee,Number of savings A/C,Number of current A/C
4,Kushtia Sadar,41,500,332226,19491
5,Bheramara,6,88,46788,3300
6,Daulatpur,12,44,62936,3348
7,Khoksa,4,37,2141,761
8,Kumarkhali,9,78,19032,3436
9,Mirpur,9,68,81569,2943
10,Total,81,815,544692,33279
