,0,1,2,3,4,5,6,7,8
0,"Number of kindergarten school (pre schooling), teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of kindergarten school,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Chakaria,48,102,138,240,2004,2116,4120,17
4,Cox's Bazar Sadar,51,140,115,225,5024,3887,8911,40
5,Kutubdia,12,97,30,127,1750,1810,3560,28
6,Moheshkhali,13,65,10,75,745,853,1598,21
7,Pekua,13,77,37,114,1521,1021,2542,22
8,Ramu,17,36,49,85,773,72,1645,19
9,Teknaf,13,37,29,66,892,861,17531,266
10,Ukhia,15,45,60,105,1308,1252,2560,24
11,Total,182,599,468,1037,14017,11872,42467,41
