,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Pubali and Uttara bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Pubali Bank -  Number of branch,Pubali Bank - Account - S.D,Pubali Bank - Account - C.D,Pubali Bank - Account - F.D,Pubali Bank - Account - S.T.D,Uttara Bank -  Number of branch,Uttara Bank - Account - S.D,Uttara Bank - Account - C.D,Uttara Bank - Account - F.D,Uttara Bank - Account - S.T.D
3,Alamdanga,0,0,0,0,0,0,0,0,0,0
4,Chuadanga Sadar,3,834,768,259,54,1,153,24,52,16
5,Damurhuda,0,0,0,0,0,0,0,0,0,0
6,Jibonnagar,0,0,0,0,0,1,0,430,65,23
7,Total,3,834,768,259,54,2,153,454,117,39
