,0,1,2,3,4,5
0,Average rate of vehicle per kilo meter 2011,,,,,
1,(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka)
2,"
Upazila",Vehicle,Vehicle,Vehicle,Vehicle,Vehicle
3,"
Upazila",Rickshaw,Rickshaw van,Easy bike,Auto rickshaw,Tempo
4,Baghaichhari,20,50,10,10,5
5,Barkal,0,0,0,0,0
6,Belai Chhari,0,0,0,0,0
7,Jurai Chhari,0,0,0,10,0
8,Kaptai,10,20,0,12,3
9,Kawkhali,5,0,0,2,0
10,Langadu,10,100,0,0,0
11,Naniarchar,0,0,5,0,4
12,Rangamati Sadar,0,0,0,6,0
13,Rajasthali,20,0,0,10,0
14,Average,13,57,8,8,4
