,0,1,2,3,4
0,Area and production at tobacco in following years,,,,
1,(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton)
2,"
Upazila",2010-11,2010-11,2009-10,2009-10
3,"
Upazila",Area,Production,Area,Production
4,Baghaichhari,7,9,12,17
5,Barkal,100,1138,99,1136
6,Belai Chhari,0,0,0,0
7,Jurai Chhari,7,69,6,68
8,Kaptai,11,87,11,80
9,Kawkhali,0,0,0,0
10,Langadu,638,862,783,1223
11,Naniarchar,63,414,65,400
12,Rangamati Sadar,22,88,21,84
13,Rajasthali,7,15,6,13
14,Total,855,2682,1003,3021
