,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,,,,,,,,,,
2, Upazila,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry
3, Upazila,Weaving/ handloom,Handy,Husking crafts mill,Goor processing,Biri factory,Salt processing,Dry fish processing,Pottery,Others
4,Baghaichhari,3,0,24,0,0,0,0,0,0
5,Barkal,0,0,0,0,0,0,0,0,0
6,Belai Chhari,0,0,0,0,0,0,0,0,0
7,Jurai Chhari,0,0,0,0,0,0,11,0,0
8,Kaptai,0,0,0,0,0,0,0,0,0
9,Kawkhali,17,0,35,0,0,0,0,0,3
10,Langadu,0,0,23,0,0,0,0,0,0
11,Naniarchar,10,0,35,0,0,0,0,0,0
12,Rangamati Sadar,0,0,0,0,0,0,0,0,0
13,Rajasthali,17,2,6,0,0,0,0,0,0
14,Total,47,2,117,0,0,0,11,0,3
