,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,,,,,,,,,,
2, Upazila,Small scale and cottage industry Weaving/ handloom,Small scale and cottage industry Handy,Small scale and cottage industry Husking crafts mill,Small scale and cottage industry Goor processing,Small scale and cottage industry Biri factory,Small scale and cottage industry Salt processing,Small scale and cottage industry Dry fish processing,Small scale and cottage industry Pottery,Small scale and cottage industry Others
3,Atpara,0,0,73,0,0,0,0,44,0
4,Barhatta,0,0,539,0,0,0,0,44,0
5,Durgapur,1,0,150,0,0,0,0,0,0
6,Kalmakanda,0,0,624,0,0,0,50,55,239
7,Kendua,0,0,154,0,0,0,0,0,0
8,Khaliajuri,0,0,200,0,0,0,100,88,0
9,Madan,0,0,169,0,0,0,27,16,0
10,Mohanganj,0,0,592,0,0,0,14,66,0
11,Netrokona Sadar,0,1892,740,0,2,0,0,72,115
12,Purbadhala,0,0,265,0,0,0,0,105,
13,Total,1,1892,3506,0,2,0,191,490,354
