,0,1,2,3
0,Number of selected agricultural machine 2008,,,
1,,,,
2, Upazila, Number of power tiller, Tractor,Number of threshing machine
3,Atpara,112,19,377
4,Barhatta,147,66,539
5,Durgapur,334,39,597
6,Kalmakanda,246,71,624
7,Kendua,204,23,1143
8,Khaliajuri,196,51,681
9,Madan,168,39,426
10,Mohanganj,179,47,512
11,Netrokona Sadar,288,80,779
12,Purbadhala,362,84,1155
13,Total,2236,519,6833
