,0,1,2,3,4,5
0,"Number of non-registered rickshaw, van, easy bike and auto-rickshaw 2011",,,,,
1,,,,,,
2,Upazila,Rickshaw,Van,Easy bike and auto-rickshaw,Tempo,Nochimon/korimon/ bhotvoti
3,Atpara,385,58,7,57,5
4,Barhatta,248,50,12,42,7
5,Durgapur,325,35,15,20,35
6,Kalmakanda,215,40,25,10,0
7,Kendua,276,192,102,46,65
8,Khaliajuri,28,60,0,0,12
9,Madan,968,70,10,20,46
10,Mohanganj,75,17,0,0,19
11,Netrokona Sadar,1485,34,90,15,22
12,Purbadhala,445,0,16,45,79
13,Total,4450,556,187,240,290
