,0,1,2,3,4,5,6,7,8
0,"Number of registered primary school (class I-V), teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of registered primary school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Number of registered primary school,Male,Female,Total,Male,Female,Total,Students per teacher
4,Bhedarganj,42,44,91,135,5572,5388,10160,75
5,Damudya,14,25,20,45,2112,1100,3212,71
6,Gosairhat,41,65,99,164,3607,4088,7695,47
7,Naria,35,51,82,133,2500,3730,6230,47
8,Shariatpur Sadar,40,95,40,135,3210,3309,6519,48
9,Zanjira,39,80,76,156,4498,4897,9395,60
10,Total,211,360,408,768,21499,22512,43211,56
