,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,,,,,,,,,,
2, Upazila,Small scale and cottage industry - Weaving/ handloom,Small scale and cottage industry - Handy,Small scale and cottage industry - Husking crafts mill,Small scale and cottage industry - Goor processing,Small scale and cottage industry - Biri factory,Small scale and cottage industry - Salt processing,Small scale and cottage industry - Dry fish processing,Small scale and cottage industry - Pottery,Small scale and cottage industry - Others
3,Alfadanga,5,147,1242,0,0,0,0,0,0
4,Bhanga,6,0,250,0,0,0,2,25,0
5,Boalmari,11,344,600,30,0,0,0,134,46
6,Charbhadrashon,32,32,17,0,0,0,0,0,7
7,Faridpur Sadar,0,68,133,62,0,0,0,43,38
8,Madhukhali,0,108,110,0,0,0,0,25,18
9,Nagarkanda,0,0,332,0,0,0,0,76,0
10,Sadarpur,235,12,220,650,0,0,0,52,0
11,Saltha,0,0,1320,0,0,0,0,72,0
12,Total,289,711,4224,742,0,0,2,427,109
