,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,Bagerhat,,,,,,,
2,,,,,,,,
3,Upazila,Household,Population (000) - Male,Population (000) - Female,Population (000) - Both sex,Sex ratio (M/F),Average size of household,Density per sq. km.
4,Bagerhat Sadar,64022,134,133,266,101,4.11,977
5,Kachua,23201,48,49,97,97,4.17,737
6,Rampal,38173,78,77,155,100,4.04,462
7,Sharonkhola,28581,62,57,119,110,4.19,157
8,Chitolmari,30264,69,69,139,100,4.58,723
9,Morrelgonj,75968,143,151,295,95,3.87,639
10,Mongla,32383,71,65,137,110,4.02,93
11,Mollahat,28498,65,66,131,99,4.55,697
12,Fakirhat,33133,69,68,138,101,4.14,858
13,Total,354223,740,736,1476,101,4.13,373
