,0,1,2,3,4,5,6,7,8
0,"Number of growth centre, hat , bazar, poultry farm, dairy farm, nursery, horticulture centre, brick kiln, decorator service 2011",,,,,,,,
1,Bagerhat,,,,,,,,
2,,,,,,,,,
3,Upazila,Growth centre,Hat /bazar,Poultry farm,Dairy farm,Nursery,Horticulture centre,Brick kiln,Decorator service
4,Bagerhat Sadar,8,35,157,176,16,1,2,31
5,Kachua,3,19,45,37,61,0,7,15
6,Rampal,5,23,105,57,21,0,0,19
7,Sharonkhola,2,14,276,5,8,0,1,9
8,Chitolmari,5,17,383,216,4,0,1,13
9,Morrelgonj,6,37,123,34,58,0,11,17
10,Mongla,5,19,228,5,4,0,0,5
11,Mollahat,8,19,49,37,4,0,4,9
12,Fakirhat,4,12,253,46,0,0,5,20
13,Total,46,195,1619,613,176,1,31,138
