,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,,,,,,
2,(Wage in taka) - Upazila,(Wage in taka) - Porter (coolee),(Wage in taka) - Garden labour male,(Wage in taka) - Garden female labour,(Wage in taka) - Other labour (Adult),(Wage in taka) - Other labour (Child)
3,Bakshiganj,270,0,0,225,100
4,Dewanganj,300,200,120,250,150
5,Islampur,250,200,120,150,50
6,Jamalpur Sadar,250,200,150,235,150
7,Madarganj,300,250,200,200,140
8,Melandaha,320,0,0,250,0
9,Sarishabari,300,250,200,300,140
10,Average,284,220,158,230,122
