,0,1,2,3,4,5,6
0,Daily average wage rate of construction labour 2011,,,,,,
1,,,,,,,
2,(Rate in taka) -  Upazila,(Rate in taka) - Labour - Mason,(Rate in taka) - Labour - Helper (Jogaly),(Rate in taka) - Labour - Carpenter,(Rate in taka) - Labour - Colour,(Rate in taka) - Labour - Electric,(Rate in taka) - Labour - Plumber
3,Bakshiganj,350,25,300,30,300,310
4,Dewanganj,350,250,300,300,300,350
5,Islampur,250,150,200,200,250,300
6,Jamalpur Sadar,350,180,300,250,250,350
7,Madarganj,350,215,300,300,300,320
8,Melandaha,350,250,350,350,400,400
9,Sarishabari,300,200,300,400,400,400
10,Average,329,181,293,261,314,347
