,0,1,2,3,4,5,6
0,"Area, population and density by municipality 2011",,,,,,
1,Sirajganj,,,,,,
2,,,,,,,
3,Upazila,Name of municipality,Area (In sq. km.),Population census 2011 - Male,Population census 2011 - Female,Population census 2011 - Total,Density per sq.km.
4,Belkuchi,Belkucui,10.55,39174,36190,75364,7143
5,Kazipur,Kazipur,5.38,6004,6633,12637,2349
6,Royganj,Roygang,6.39,8655,8663,17318,2710
7,Shahjadpur,Shahjad Pur,11.00,32923,31584,64507,5864
8,Sirajganj Sadar,Sirajanj,28.49,80241,78672,158913,5578
9,Ullahpara,Ullahpara,12.70,24169,23523,47693,3755
10,Total,-,74.51,191166,185265,376432,4566
