,0,1,2,3
0,Number of deep tube-well scheme 2010-11,,,
1,Sirajganj,,,
2,,,,
3,Upazila,Number of deep tube-well - Commissioned,Number of deep tube-well - Operated,Area irrigated (In acre)
4,Belkuchi,0,6,235
5,Chauhali,0,0,0
6,Kamarkhanda,1,11,445
7,Kazipur,55,55,2045
8,Royganj,0,188,15270
9,Shahjadpur,19,19,850
10,Sirajganj Sadar,0,154,8213
11,Tarash,38,36,2800
12,Ullahpara,186,49,11979
13,Total,299,518,41837
