,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts by types of Pubali and Uttara bank 2011,,,,,,,,,,
1,Sirajganj,,,,,,,,,,
2,,,,,,,,,,,
3,Upazila,Pubali bank - Number of branch,Pubali bank - Account - S.D,Pubali bank - Account - C.D,Pubali bank - Account - F.D,Pubali bank - Account - S.T.D,Uttara bank - Number of branch,Uttara bank - Account - S.D,Uttara bank - Account - C.D,Uttara bank - Account - F.D,Uttara bank - Account - S.T.D
4,Belkuchi,0,0,0,209,52,1,0,0,182,27
5,Chauhali,0,0,0,0,0,1,0,0,0,0
6,Kamarkhanda,0,0,0,0,0,0,0,0,0,0
7,Kazipur,0,0,0,0,0,0,0,0,0,0
8,Royganj,0,0,0,0,0,0,0,0,0,0
9,Shahjadpur,0,0,0,0,0,1,322,242,57,5
10,Sirajganj Sadar,1,1880,300,139,23,0,3548,2006,429,109
11,Tarash,1,3513,453,164,45,0,0,0,0,0
12,Ullahpara,0,0,0,0,0,0,0,0,0,0
13,Total,2,5393,753,512,120,3,3870,2248,668,141
