,0,1,2,3,4
0,Number of agriculture holding by tenure,,,,
1,Sirajganj,,,,
2,(According to Agriculture Census 2008),,,,
3,Upazila,Total farm holding,Owner holding,Owner cum tenant,Tenant holding
4,Belkuchi,26676,45021,11282,10654
5,Chauhali,18776,20304,7091,9198
6,Kamarkhanda,17446,20360,7639,2309
7,Kazipur,41943,40246,14881,11445
8,Royganj,43233,44509,18007,7780
9,Shahjadpur,51832,75678,21229,19248
10,Sirajganj Sadar,44190,71628,21621,19002
11,Tarash,30089,26120,12701,6839
12,Ullahpara,68104,71423,30277,10338
13,Total,342289,415289,144728,96813
