,0,1,2,3,4,5,6,7
0,Number of technical personnel 2011,,,,,,,
1,Sirajganj,,,,,,,
2,,,,,,,,
3,Upazila,Agricultural personnel,Live- stock personnel,Plant protection,Fishery personnel,Sanitary personnel,Family planning personnel,Trained midwife
4,Belkuchi,33,25,0,47,210,35,45
5,Chauhali,56,22,0,12,15,56,35
6,Kamarkhanda,32,6,0,11,15,32,10
7,Kazipur,129,50,5,13,750,150,10
8,Royganj,87,33,0,80,260,60,69
9,Shahjadpur,84,125,39,55,95,165,1
10,Sirajganj Sadar,107,502,4,150,34,10,19
11,Tarash,78,149,5,32,19,9,2
12,Ullahpara,11,113,35,85,62,178,20
13,Total,617,1025,78,485,1460,695,211
