,0,1,2,3,4
0,Number of handloom establishment and loom 2011,,,,
1,Sirajganj,,,,
2,,,,,
3,Upazila,Number of unit (factory),Number of loom - Operational,Number of loom - Non-operational,Number of loom - Total
4,Belkuchi,3630,31250,4800,35050
5,Chauhali,1319,5274,1720,6994
6,Kamarkhanda,0,0,0,0
7,Kazipur,401,2631,301,2932
8,Royganj,855,4185,1395,5580
9,Shahjadpur,4754,39500,8400,47900
10,Sirajganj Sadar,1997,11538,4378,15916
11,Tarash,7,26,0,26
12,Ullahpara,1886,10391,4453,14844
13,Total,14849,104795,25447,129242
