,0,1,2
0,Length of railway and water way 2011,,
1,Sirajganj,,
2,(Kilometer),,
3,Upazila,"Total railway (all broad gage, meter gage  duel gage)",Water way in monsoon (river + canal)
4,Belkuchi,0,65
5,Chauhali,0,55
6,Kamarkhanda,14,27
7,Kazipur,0,63
8,Royganj,0,0
9,Shahjadpur,0,30
10,Sirajganj Sadar,22,72
11,Tarash,0,0
12,Ullahpara,18,66
13,Total,54,378
