,0,1,2,3,4,5
0,"Number of non-registered rickshaw, van, easy bike and auto-rickshaw 2011",,,,,
1,Sirajganj,,,,,
2,,,,,,
3,Upazila,Rickshaw,Van,Easy bike and auto-rickshaw,Tempo,Nochimon/korimon/ bhotvoti
4,Belkuchi,450,2180,27,22,49
5,Chauhali,148,152,17,22,47
6,Kamarkhanda,0,154,72,0,132
7,Kazipur,50,63,13,0,18
8,Royganj,122,274,26,0,136
9,Shahjadpur,4200,1500,7,65,150
10,Sirajganj Sadar,6626,600,2650,0,0
11,Tarash,0,520,08,0,450
12,Ullahpara,162,386,65,0,168
13,Total,11758,5829,2885,109,1150
