,0,1,2,3,4,5,6,7,8
0,"Number of Government secondary school, teacher and student 2011",,,,,,,,
1,Feni,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of school,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Chhagalnaiya,0,0,0,0,0,0,0,0
5,Daganbhuiyan,0,0,0,0,0,0,0,0
6,Feni Sadar,2,30,9,39,1086,828,1914,49
7,Fulgazi,0,0,0,0,0,0,0,0
8,Parshuram,0,0,0,0,0,0,0,0
9,Sonagazi,0,0,0,0,0,0,0,0
10,Total,2,30,9,39,1086,828,1914,49
