,0,1,2,3,4
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,
1,Feni,,,,
2,,,,,
3,  Upazila,  Name of land/river/sea port,  Name of Important or historical/tourist place/object, Name of important /famous crop or food production,Distance between district head quarter  upazila by road (km)
4,Chhagalnaiya, Mohuri Nodi,"Rajar Dighee, Kyra Dighee, Puratan Sat Mandir, Samser Gazi Dighee", Rice, 14
5,Daganbhuiyan,-,"Salam Nagar Grant Hagar, Puratan Sat Mandir",Paddy,15
6,Feni Sadar,-,"Pagla Miah Tarikha, Bijoy Singh Dighee",Rice,4
7,Fulgazi,,Dhoyel Bari Mela,"Paddy, Wheat, Potato, Sugarcane",14
8,Parshuram,Biloniya,"Samser Gazi Dighee, Abdulla Shah Majar, Bilonia Port","Paddy, Sweet Potato, Sugarcane",25
9,Sonagazi,-,Mohori Project,Paddy,26
