,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (Class I-V), teacher and student by municipality 2011",,,,,,,,,,
1,Feni,,,,,,,,,,
2,,,,,,,,,,,
3, Municipality,Primary school - Govt,Primary school - Non- govt,Primary school - Total,Number of teacher - Govt,Number of teacher - Non- govt,Number of teacher - Total,Number of student - Govt,Number of student - Non- govt,Number of student - Total,Students per teacher
4,Chhagalnaiya,10,2,12,68,8,76,2644,274,2918,38
5,Daganbhuiyan,9,2,11,54,8,62,1518,1325,2843,45
6,Feni Sadar,15,7,22,110,23,133,6995,1793,8788,66
7,Parshuram,12,3,15,61,11,72,2673,461,3134,44
8,Sonagazi,6,0,6,36,0,36,1823,0,1823,56
9,Total,52,14,66,329,50,379,15653,3853,19506,51
