,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Krishi bank - Number of branch,Krishi bank - Account - S.D,Krishi bank - Account - C.D,Krishi bank - Account - F.D,Krishi bank - Account - S.T.D,Co-operative bank - Number of branch,Co-operative bank - Account - S.D,Co-operative bank - Account - C.D,Co-operative bank - Account - F.D,Co-operative bank - Account - S.T.D
3,Chhagalnaiya,2,6405,72,67,5,0,0,0,0,0
4,Daganbhuiyan,4,9602,145,115,18,0,0,0,0,0
5,Feni Sadar,5,975,34,68,1,1,0,0,0,0
6,Fulgazi,3,7861,130,127,6,0,0,0,0,0
7,Parshuram,2,6960,108,85,17,0,0,0,0,0
8,Sonagazi,2,27,242,63,17,0,0,0,0,0
9,Total,18,31830,731,525,64,1,0,0,0,0
