,0,1,2,3,4,5,6
0,Number of holding reporting cattle head 2008,,,,,,
1,,,,,,,
2, Upazila, Total holding,Number of holding based on cattle heads - 1-3 head,Number of holding based on cattle heads - 4-6 head,Number of holding based on cattle heads - 7-9 head,Number of holding based on cattle heads - 10-15 head,Number of holding based on cattle heads - 15 head  above
3,Chhagalnaiya,8326,7876,318,132,0,0
4,Daganbhuiyan,14317,10822,2430,512,440,113
5,Feni Sadar,13978,7860,4220,1400,413,85
6,Fulgazi,18176,9088,4544,2726,1818,0
7,Parshuram,8389,6573,1550,225,41,0
8,Sonagazi,15289,12163,2185,551,204,186
9,Total,78475,54382,15247,5546,2916,384
