,0,1,2,3,4,5,6,7,8
0,"Number of Non government college, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of college,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Number of college,Male,Female,Total,Male,Female,Total,Students per teacher
4,Azmirigonj,1,5,1,6,39,98,137,23
5,Bahubal,2,29,3,32,705,717,1422,44
6,Baniachang,4,44,11,55,1350,900,2250,41
7,Chunarughat,1,16,1,17,424,388,812,48
8,Habiganj Sadar,3,40,14,54,1009,846,1855,34
9,Lakhai,1,14,3,17,45,44,89,5
10,Madhabpur,3,46,14,60,1498,1396,2894,48
11,Nabiganj,2,51,6,57,837,877,1714,30
12,Total,17,245,53,298,5907,5266,11173,37
