,0,1,2,3,4,5,6
0,Area and production of rice crops 2009-2010,,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,"
Upazila",Aus,Aus,Aman,Aman,Boro,Boro
3,"
Upazila",Area,Production,Area,Production,Area,Production
4,Azmirigonj,0,0,0,0,0,0
5,Bahubal,19190,20412,21600,22154,18180,22610
6,Baniachang,0,0,24428,22200,74416,115128
7,Chunarughat,37000,39000,42000,39220,18050,20000
8,Habiganj Sadar,12335,14327,29200,40413,23900,37738
9,Lakhai,959,407,18190,11316,28803,43599
10,Madhabpur,11940,9628,38250,31100,28400,35675
11,Nabiganj,19513,18540,20772,21850,38191,55392
12,Total,100937,102314,194440,188253,229940,286543
