,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,"
Upazila",Krishi bank,Krishi bank,Krishi bank,Krishi bank,Krishi bank,Co-operative bank,Co-operative bank,Co-operative bank,Co-operative bank,Co-operative bank
2,"
Upazila","Number
of branch",Account,Account,Account,Account,"Number
of branch",Account,Account,Account,Account
3,"
Upazila","Number
of branch",S.D,C.D,F.D,S.T.D,"Number
of branch",S.D,C.D,F.D,S.T.D
4,Azmirigonj,2,4251,79,83,3,1,1005,0,0,0
5,Bahubal,5,13277,312,125,10,0,0,0,0,0
6,Baniachang,2,5810,370,48,3,0,0,0,0,0
7,Chunarughat,5,32125,1905,418,15,0,0,0,0,0
8,Habiganj Sadar,1,5869,320,48,11,0,0,0,0,0
9,Lakhai,4,10725,312,76,4,0,0,0,0,0
10,Madhabpur,4,20123,183,291,8,0,0,0,0,0
11,Nabiganj,5,23038,280,7722,52,0,0,0,0,0
12,Total,28,115218,3761,8811,106,1,1005,0,0,0
