,0,1,2,3,4,5
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,,
1,"

Upazila","
Name of land/river port","
Name of Important or historical/tourist place/object","
Name of important
/famous crop or food production","Customer care service provider’s name of cell phone
operator","Distance between district head quarter & upazila by road
(km)"
2,Azmirigonj,Lonchghat,PirerMazar,-,"Grameenphone,
Banglalink & Robi",42
3,Bahubal,-,"Chandra chari
maza",Paddy,"Grameenphone,
Banglalink & Robi",24
4,Baniachang,-,Sagourdighi,Paddy,"Grameenphone,
Banglalink & Robi",18
5,Chunarughat,-,Mazar,Tea,Grameenphone,29
6,"
Habiganj Sadar","
-",Sonkorpasha Mosque,"
Paddy","Grameenphone, Banglalink, Robi &
Airtel","
0"
7,Lakhai,Bulla bazar,S.vanu shah mazar,Paddy,"Grameenphone,
Banglalink & Robi",17
8,Madhabpur,-,Fateh gazir mazer,Paddy,"Grameenphone,
Banglalink & Robi",52
9,Nabiganj,-,-,Paddy,"Grameenphone,
Banglalink & Robi",32
