,0,1,2,3,4,5,6,7,8
0,"Number of Government primary school (class I-V), teacher and student 2011",,,,,,,,
1,Gaibandha,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of Government primary school,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Fulchhari,49,96,55,151,5431,5221,10652,71
5,Gaibandha Sadar,136,279,466,745,12138,18626,36764,49
6,Gobindaganj,153,300,452,752,18203,17606,35809,48
7,Palashbari,84,132,227,359,10280,9701,19981,55
8,Sadullapur,90,167,229,396,10893,9643,20536,51
9,Saghata,85,216,205,421,15010,15207,30217,72
10,Sundarganj,140,192,532,724,20160,21840,42000,58
11,Total,737,1382,2166,3548,92115,97844,195959,55
