,0,1,2,3,4,5,6,7,8
0,"Number of Government college, teacher and student 2011",,,,,,,,
1,Gaibandha,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of  college,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Fulchhari,0,0,0,0,0,0,0,0
5,Gaibandha Sadar,2,42,17,59,9442,4905,14347,243
6,Gobindaganj,0,0,0,0,0,0,0,0
7,Palashbari,1,21,4,25,1714,556,2270,91
8,Sadullapur,0,0,0,0,0,0,0,0
9,Saghata,0,0,0,0,0,0,0,0
10,Sundarganj,0,0,0,0,0,0,0,0
11,Total,3,63,21,84,11156,5461,16617,198
