,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,Gaibandha,,,,,,,,,,
2,,,,,,,,,,,
3, Upazila,Krishi bank - Number of branch,Krishi bank - Account - S.D,Krishi bank - Account - C.D,Krishi bank - Account - F.D,Krishi bank - Account - S.T.D,Co-operative bank - Number of branch,Co-operative bank - Account - S.D,Co-operative bank - Account - C.D,Co-operative bank - Account - F.D,Co-operative bank - Account - S.T.D
4,Fulchhari,1,3672,21,89,140,0,0,0,0,0
5,Gaibandha Sadar,5,0,0,197,25,1,0,0,0,0
6,Gobindaganj,6,2875,1270,1483,34,1,77,334,112,0
7,Palashbari,2,3743,109,64,10,1,668,0,143,1
8,Sadullapur,3,4546,85,130,7,0,0,0,0,0
9,Saghata,4,1556,18,56,13,0,0,0,0,0
10,Sundarganj,3,4892,116,245,7,0,0,0,0,0
11,Total,24,21284,1619,2264,236,3,745,334,255,1
