,0,1,2,3,4,5
0,Land area based on utilization 2008,,,,,
1,Kurigram,,,,,
2,,,,,,
3,Upazila,Operated area,Permanent cropped area,Temporary cropped area,Permanent fallow area,Others
4,Bhurungamari,48080,1302,35929,1169,10849
5,Char Rajibpur,12442,396,10401,11,1645
6,Chilmari,21658,535,16564,986,4559
7,Kurigram Sadar,48794,1575,31963,553,15256
8,Nageshwari,64441,1176,61217,5696,22048
9,Phulbari,31930,1481,24036,3918,6413
10,Rajarhat,33623,1661,24470,549,7492
11,Raumari,47007,946,37644,1001,8417
12,Ulipur,69086,1129,51636,1643,16321
13,Total,397061,10201,293860,15526,93000
