,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Krishi bank - Number of branch,Krishi bank - Account - S.D,Krishi bank - Account - C.D,Krishi bank - Account - F.D,Krishi bank - Account - S.T.D,Co-operative bank - Number of branch,Co-operative bank - Account - S.D,Co-operative bank - Account - C.D,Co-operative bank - Account - F.D,Co-operative bank - Account - S.T.D
3,Bhurungamari,2,5825,73,36,2,0,0,0,0,0
4,Char Rajibpur,1,0,0,30,2,0,0,0,0,0
5,Chilmari,1,5401,37,90,3,0,0,0,0,0
6,Kurigram Sadar,3,3418,2165,935,435,0,0,0,0,0
7,Nageshwari,4,8494,107,75,9,0,0,0,0,0
8,Phulbari,2,4127,145,29,1,0,0,0,0,0
9,Rajarhat,2,11222,412,24,18,0,0,0,0,0
10,Raumari,1,25024,107,61,4,0,0,0,0,0
11,Ulipur,3,54121,164,61,10,0,0,0,0,0
12,Total,19,117632,3210,1341,484,0,0,0,0,0
