,0,1,2,3,4,5,6,7
0,"Number of pond, dighee, flood camps, shelter, cyclone shelter, stadium,  playground, park,  amusement park 2011",,,,,,,
1,,,,,,,,
2, Upazila, Pond, Dighee, River flow,Flood camp/ shelter,Cyclone shelter,Stadium/ playground,Park/ amusement park
3,Bhurungamari,1250,0,3,0,0,16,0
4,Char Rajibpur,1014,0,3,0,0,36,1
5,Chilmari,510,5,2,9,0,105,1
6,Kurigram Sadar,1251,15,3,2,0,1,2
7,Nageshwari,1700,780,5,10,0,1,0
8,Phulbari,2387,0,1,0,0,12,0
9,Rajarhat,3847,1649,2,0,0,19,3
10,Raumari,1831,0,3,7,0,0,0
11,Ulipur,1122,3,3,3,3,25,0
12,Total,14912,2452,25,31,3,215,7
