,0,1,2,3,4,5,6,7,8
0,Distribution of chemical fertilizer 2010-11,,,,,,,,
1,Kurigram,,,,,,,,
2,(In metric ton),,,,,,,,
3,Upazila,UREA,TSP,MP,DAP,HP,NPK,SP,Others
4,Bhurungamari,7250,250,1120,720,0,0,0,0
5,Char Rajibpur,5,5,30,35,0,0,0,1
6,Chilmari,3408,662,740,942,0,305,150,50
7,Kurigram Sadar,10710,1800,1800,2500,390,430,370,570
8,Nageshwari,9530,1328,1389,1920,0,0,0,0
9,Phulbari,5100,900,900,1300,500,200,120,50
10,Rajarhat,6001,1200,1200,1600,0,900,0,350
11,Raumari,5000,900,1000,1000,0,0,0,0
12,Ulipur,6,2,1,1,0,0,0,2
13,Total,48010,5247,6380,7518,890,1405,270,453
