,0,1,2,3,4,5,6
0,Broad soil classification 2008,,,,,,
1,Bhola,,,,,,
2,,,,,,,
3, Upazila, Total,Soil classification - Doash,Soil classification - Bele,Soil classification - Etel,Soil classification - Kankar,Soil classification - Others
4,Bhola Sadar,70494,67742,1017,7880,0,0
5,Burhanuddin,41142,45322,7910,5000,0,0
6,Char Fasson,100192,16653,20816,166532,3433,732
7,Daulatkhan,23796,37150,3973,12026,0,0
8,Lalmohan,52188,72872,19562,0,0,0
9,Manpura,17672,60150,2004,18026,0,0
10,Tazumuddin,22461,39511,15712,5042,0,3935
11,Total,327946,339400,70994,214506,3433,4667
