,0,1,2,3
0,Length of embankment road  canals 2011,,,
1,Bhola,,,
2,(Kilometer),,,
3,Upazila,Embankment road,Canals,Others road
4,Bhola Sadar,10,16,0
5,Burhanuddin,9,235.45,5
6,Char Fasson,48,58,0
7,Daulatkhan,92,56,0
8,Lalmohan,5,223.45,0
9,Manpura,80,60,0
10,Tazumuddin,11,5,4
11,Total,255,653.9,9
