,0,1,2,3,4,5,6
0,"Selected poultry, bird 2008",,,,,,
1,Bhola,,,,,,
2,,,,,,,
3, Upazila,Hen and cocks - Holding reporting,Hen and cocks - Total number,Ducks - Holding reporting,Ducks - Total number,Others - Holding reporting,Others - Total number
4,Bhola Sadar,61041,486485,47501,305362,3607,33584
5,Burhanuddin,29492,299422,22570,202192,801,8310
6,Char Fasson,63101,676536,55684,456749,5143,44836
7,Daulatkhan,13455,122097,10761,70256,540,1722
8,Lalmohan,36599,350133,28213,210308,1602,15826
9,Manpura,12228,128653,10113,78880,639,5559
10,Tazumuddin,18127,170874,13611,99147,571,4310
11,Total,234043,2234200,188453,1422894,12903,114147
