,0,1,2,3,4,5,6
0,Percentage distribution of population (10 years and above) by marital status 2011,,,,,,
1,,,,,,,
2, Upazila,Total - Male,Total - Female,Unmarried () - Male,Unmarried () - Female,Married () - Male,Married () - Female
3,Bhola Sadar,155876,159449,39.8,27.5,59.4,66.3
4,Burhanuddin,83547,89004,39.7,27,59.5,16.8
5,Char Fasson,163317,164424,38.6,26.2,60.8,68
6,Daulatkhan,60135,62888,40.6,28.6,58.5,66.3
7,Lalmohan,99121,106439,36.3,24.4,62.9,69.5
8,Manpura,27502,27014,36.6,24.7,62.9,69
9,Tazumuddin,47919,45747,35.8,24.2,63.5,70.7
10,Total,637417,654965,38.6,26.3,60.7,67.8
